cycle_id,timestamp,mode,T1_image,T2_gesture,T4a_wrist_tf,T4b_yolo,T5_command,T6_feedback,T1_image_recv,T2_gesture_recv,T3_finger_count_recv,T5_command_recv,T6_feedback_recv,perception_latency,decision_latency,execution_latency,total_latency,finger_count_latency,wrist_tf_latency,yolo_detection_latency,gesture_value,finger_count,command_type,success
cycle_532_1755192523001,1755192522.980234,unknown,1755192522.980234,1755192522.980234,0.0,0.0,1755192523.0186954,1755192523.027827,1755192523.0018237,1755192523.0233781,0.0,1755192523.019483,1755192523.0285492,0.0,-0.0038950439999999587,0.009066105,0.048315286,,,,0,,arm_pose,True
