timestamp,event_type,cycle_id,data,metadata
1755192526.5203724,T5_command,cycle_637_1755192526505,arm_pose,
1755192526.526524,T6_feedback,cycle_637_1755192526505,success:True,
1755192526.5361197,T4a_wrist_tf,cycle_637_1755192526505,wrist,
1755192526.5377433,T1_image,cycle_638_1755192526537,640x480,
1755192526.5649745,T4a_wrist_tf,cycle_638_1755192526537,wrist,
1755192526.5700495,T1_image,cycle_639_1755192526570,640x480,
1755192526.6080198,T1_image,cycle_640_1755192526607,640x480,
1755192526.6132927,T4a_wrist_tf,cycle_639_1755192526570,wrist,
1755192526.6351717,T4a_wrist_tf,cycle_640_1755192526607,wrist,
1755192526.6382139,T1_image,cycle_641_1755192526638,640x480,
1755192526.6656084,T4a_wrist_tf,cycle_641_1755192526638,wrist,
1755192526.6712182,T1_image,cycle_642_1755192526671,640x480,
1755192526.6953967,T4a_wrist_tf,cycle_642_1755192526671,wrist,
1755192526.7036953,T1_image,cycle_643_1755192526703,640x480,
1755192526.7420235,T1_image,cycle_644_1755192526741,640x480,
1755192526.747882,T4a_wrist_tf,cycle_643_1755192526703,wrist,
1755192526.7479627,T5_command,cycle_644_1755192526741,gripper_open,
1755192526.7524605,T6_feedback,cycle_644_1755192526741,success:True,
1755192526.7601318,T5_command,cycle_644_1755192526741,arm_pose,
1755192526.7679832,T4a_wrist_tf,cycle_644_1755192526741,wrist,
1755192526.7686746,T6_feedback,cycle_644_1755192526741,success:True,
1755192526.7700386,T1_image,cycle_645_1755192526770,640x480,
1755192526.7971969,T4a_wrist_tf,cycle_645_1755192526770,wrist,
1755192526.8038378,T1_image,cycle_646_1755192526803,640x480,
1755192526.8351123,T4a_wrist_tf,cycle_646_1755192526803,wrist,
1755192526.8375418,T1_image,cycle_647_1755192526837,640x480,
1755192526.8933747,T4a_wrist_tf,cycle_647_1755192526837,wrist,
1755192526.893541,T1_image,cycle_648_1755192526869,640x480,
1755192526.9046419,T1_image,cycle_649_1755192526904,640x480,
1755192526.9073048,T4a_wrist_tf,cycle_648_1755192526869,wrist,
1755192526.93785,T4a_wrist_tf,cycle_649_1755192526904,wrist,
1755192526.9410062,T1_image,cycle_650_1755192526940,640x480,
1755192526.9742117,T1_image,cycle_651_1755192526974,640x480,
1755192526.9785218,T4a_wrist_tf,cycle_650_1755192526940,wrist,
1755192526.9796107,T5_command,cycle_651_1755192526974,gripper_open,
1755192526.9905195,T6_feedback,cycle_651_1755192526974,success:True,
1755192527.0021987,T5_command,cycle_651_1755192526974,arm_pose,
1755192527.0043035,T1_image,cycle_652_1755192527004,640x480,
1755192527.0058196,T4a_wrist_tf,cycle_651_1755192526974,wrist,
1755192527.017456,T6_feedback,cycle_652_1755192527004,success:True,
1755192527.0369408,T4a_wrist_tf,cycle_652_1755192527004,wrist,
1755192527.039046,T1_image,cycle_653_1755192527039,640x480,
1755192527.0649931,T4a_wrist_tf,cycle_653_1755192527039,wrist,
1755192527.0723064,T1_image,cycle_654_1755192527072,640x480,
1755192527.0955465,T4a_wrist_tf,cycle_654_1755192527072,wrist,
1755192527.1061513,T1_image,cycle_655_1755192527106,640x480,
1755192527.1362987,T4a_wrist_tf,cycle_655_1755192527106,wrist,
1755192527.1373184,T1_image,cycle_656_1755192527137,640x480,
1755192527.1632276,T4a_wrist_tf,cycle_656_1755192527137,wrist,
1755192527.1723955,T1_image,cycle_657_1755192527172,640x480,
1755192527.2001393,T4a_wrist_tf,cycle_657_1755192527172,wrist,
1755192527.2007513,T5_command,cycle_657_1755192527172,gripper_open,
1755192527.2052405,T1_image,cycle_658_1755192527205,640x480,
1755192527.2218018,T6_feedback,cycle_658_1755192527205,success:True,
1755192527.2250977,T4a_wrist_tf,cycle_658_1755192527205,wrist,
1755192527.2307103,T5_command,cycle_658_1755192527205,arm_pose,
1755192527.2377436,T1_image,cycle_659_1755192527237,640x480,
1755192527.2475119,T6_feedback,cycle_659_1755192527237,success:True,
1755192527.2620904,T4a_wrist_tf,cycle_659_1755192527237,wrist,
1755192527.2711263,T1_image,cycle_660_1755192527271,640x480,
1755192527.290624,T4a_wrist_tf,cycle_660_1755192527271,wrist,
1755192527.3047922,T1_image,cycle_661_1755192527304,640x480,
1755192527.3243034,T4a_wrist_tf,cycle_661_1755192527304,wrist,
1755192527.3391802,T1_image,cycle_662_1755192527339,640x480,
1755192527.3660965,T4a_wrist_tf,cycle_662_1755192527339,wrist,
1755192527.371582,T1_image,cycle_663_1755192527371,640x480,
1755192527.3974323,T4a_wrist_tf,cycle_663_1755192527371,wrist,
1755192527.4080987,T1_image,cycle_664_1755192527408,640x480,
1755192527.4293888,T4a_wrist_tf,cycle_664_1755192527408,wrist,
1755192527.4378345,T1_image,cycle_665_1755192527437,640x480,
1755192527.4651093,T4a_wrist_tf,cycle_665_1755192527437,wrist,
1755192527.4666765,T5_command,cycle_665_1755192527437,gripper_open,
1755192527.4720306,T1_image,cycle_666_1755192527472,640x480,
1755192527.4825234,T6_feedback,cycle_666_1755192527472,success:True,
1755192527.4894998,T5_command,cycle_666_1755192527472,arm_pose,
1755192527.4976125,T4a_wrist_tf,cycle_666_1755192527472,wrist,
1755192527.4986594,T6_feedback,cycle_666_1755192527472,success:True,
1755192527.5047128,T1_image,cycle_667_1755192527504,640x480,
1755192527.5292382,T4a_wrist_tf,cycle_667_1755192527504,wrist,
1755192527.5423067,T1_image,cycle_668_1755192527542,640x480,
1755192527.5727718,T4a_wrist_tf,cycle_668_1755192527542,wrist,
1755192527.5746968,T1_image,cycle_669_1755192527574,640x480,
1755192527.6056776,T1_image,cycle_670_1755192527605,640x480,
1755192527.6123486,T4a_wrist_tf,cycle_669_1755192527574,wrist,
1755192527.6335514,T4a_wrist_tf,cycle_670_1755192527605,wrist,
1755192527.638659,T1_image,cycle_671_1755192527638,640x480,
1755192527.6589851,T4a_wrist_tf,cycle_671_1755192527638,wrist,
1755192527.6721256,T1_image,cycle_672_1755192527672,640x480,
1755192527.693085,T4a_wrist_tf,cycle_672_1755192527672,wrist,
1755192527.7061775,T1_image,cycle_673_1755192527706,640x480,
1755192527.7370121,T4a_wrist_tf,cycle_673_1755192527706,wrist,
1755192527.748157,T1_image,cycle_674_1755192527748,640x480,
1755192527.760079,T5_command,cycle_674_1755192527748,gripper_open,
1755192527.7699075,T6_feedback,cycle_674_1755192527748,success:True,
1755192527.7781909,T1_image,cycle_675_1755192527778,640x480,
1755192527.7838957,T5_command,cycle_675_1755192527778,arm_pose,
1755192527.7926943,T6_feedback,cycle_675_1755192527778,success:True,
1755192527.7939491,T4a_wrist_tf,cycle_674_1755192527748,wrist,
1755192527.8068557,T1_image,cycle_676_1755192527806,640x480,
1755192527.8178682,T4a_wrist_tf,cycle_675_1755192527778,wrist,
1755192527.840162,T4a_wrist_tf,cycle_676_1755192527806,wrist,
1755192527.8440666,T1_image,cycle_677_1755192527844,640x480,
1755192527.9685895,T1_image,cycle_678_1755192527885,640x480,
