timestamp,event_type,cycle_id,data,metadata
1755192526.2821789,T6_feedback,cycle_630_1755192526275,success:True,
1755192526.2920797,T5_command,cycle_630_1755192526275,arm_pose,
1755192526.3016212,T6_feedback,cycle_630_1755192526275,success:True,
1755192526.3032246,T4a_wrist_tf,cycle_630_1755192526275,wrist,
1755192526.3049045,T1_image,cycle_631_1755192526304,640x480,
1755192526.338995,T4a_wrist_tf,cycle_631_1755192526304,wrist,
1755192526.341408,T1_image,cycle_632_1755192526341,640x480,
1755192526.3634436,T4a_wrist_tf,cycle_632_1755192526341,wrist,
1755192526.3700395,T1_image,cycle_633_1755192526370,640x480,
1755192526.3947868,T4a_wrist_tf,cycle_633_1755192526370,wrist,
1755192526.4028165,T1_image,cycle_634_1755192526402,640x480,
1755192526.4282122,T4a_wrist_tf,cycle_634_1755192526402,wrist,
1755192526.4381127,T1_image,cycle_635_1755192526438,640x480,
1755192526.4638815,T5_command,cycle_635_1755192526438,gripper_open,
1755192526.4691238,T4a_wrist_tf,cycle_635_1755192526438,wrist,
1755192526.4699993,T1_image,cycle_636_1755192526469,640x480,
1755192526.4993,T4a_wrist_tf,cycle_636_1755192526469,wrist,
1755192526.5007558,T6_feedback,cycle_636_1755192526469,success:True,
1755192526.5056999,T1_image,cycle_637_1755192526505,640x480,
